id,date,sell_price
HOUSEHOLD_2_CA_2,2011-01-29,6.0194420600858365
HOUSEHOLD_2_CA_2,2011-01-30,6.0194420600858365
HOUSEHOLD_2_CA_2,2011-01-31,6.0194420600858365
HOUSEHOLD_2_CA_2,2011-02-01,6.0194420600858365
HOUSEHOLD_2_CA_2,2011-02-02,6.0194420600858365
HOUSEHOLD_2_CA_2,2011-02-03,6.0194420600858365
HOUSEHOLD_2_CA_2,2011-02-04,6.0194420600858365
HOUSEHOLD_2_CA_2,2011-02-05,6.095823754789272
HOUSEHOLD_2_CA_2,2011-02-06,6.095823754789272
HOUSEHOLD_2_CA_2,2011-02-07,6.095823754789272
HOUSEHOLD_2_CA_2,2011-02-08,6.095823754789272
HOUSEHOLD_2_CA_2,2011-02-09,6.095823754789272
HOUSEHOLD_2_CA_2,2011-02-10,6.095823754789272
HOUSEHOLD_2_CA_2,2011-02-11,6.095823754789272
HOUSEHOLD_2_CA_2,2011-02-12,6.065164835164835
HOUSEHOLD_2_CA_2,2011-02-13,6.065164835164835
HOUSEHOLD_2_CA_2,2011-02-14,6.065164835164835
HOUSEHOLD_2_CA_2,2011-02-15,6.065164835164835
HOUSEHOLD_2_CA_2,2011-02-16,6.065164835164835
HOUSEHOLD_2_CA_2,2011-02-17,6.065164835164835
HOUSEHOLD_2_CA_2,2011-02-18,6.065164835164835
HOUSEHOLD_2_CA_2,2011-02-19,6.0565342960288815
HOUSEHOLD_2_CA_2,2011-02-20,6.0565342960288815
HOUSEHOLD_2_CA_2,2011-02-21,6.0565342960288815
HOUSEHOLD_2_CA_2,2011-02-22,6.0565342960288815
HOUSEHOLD_2_CA_2,2011-02-23,6.0565342960288815
HOUSEHOLD_2_CA_2,2011-02-24,6.0565342960288815
HOUSEHOLD_2_CA_2,2011-02-25,6.0565342960288815
HOUSEHOLD_2_CA_2,2011-02-26,6.031565836298933
HOUSEHOLD_2_CA_2,2011-02-27,6.031565836298933
HOUSEHOLD_2_CA_2,2011-02-28,6.031565836298933
HOUSEHOLD_2_CA_2,2011-03-01,6.031565836298933
HOUSEHOLD_2_CA_2,2011-03-02,6.031565836298933
HOUSEHOLD_2_CA_2,2011-03-03,6.031565836298933
HOUSEHOLD_2_CA_2,2011-03-04,6.031565836298933
HOUSEHOLD_2_CA_2,2011-03-05,6.0223157894736845
HOUSEHOLD_2_CA_2,2011-03-06,6.0223157894736845
HOUSEHOLD_2_CA_2,2011-03-07,6.0223157894736845
HOUSEHOLD_2_CA_2,2011-03-08,6.0223157894736845
HOUSEHOLD_2_CA_2,2011-03-09,6.0223157894736845
HOUSEHOLD_2_CA_2,2011-03-10,6.0223157894736845
HOUSEHOLD_2_CA_2,2011-03-11,6.0223157894736845
HOUSEHOLD_2_CA_2,2011-03-12,6.021045296167247
HOUSEHOLD_2_CA_2,2011-03-13,6.021045296167247
